id,symbol,name,price,market_cap,total_volume,rank,image,type
wrapped-atromg8,wag8,Wrapped ATROMG8,2.94,0.0,0.0,,https://assets.coingecko.com/coins/images/15182/large/ag8.jpg?1620031331,Crypto
spritzcoin,sprtz,SpritzCoin,0.00035196,0.0,0.351956,,https://assets.coingecko.com/coins/images/7174/large/RkSyYKm.png?1547043705,Crypto
pantheon-x,xpn,PANTHEON X,0.211092,0.0,212314.0,,https://assets.coingecko.com/coins/images/8297/large/Hr9wHItp_400x400.jpg?1557307478,Crypto
mirocana,miro,Mirocana,0.333313,0.0,1.67,,https://assets.coingecko.com/coins/images/1651/large/mirocana.jpg?1547035896,Crypto
electronero-pulse,etnxp,Electronero Pulse,0.00037088,0.0,14.47,,https://assets.coingecko.com/coins/images/6288/large/electronero-pulse-logo.jpg?1547042330,Crypto
lovechain,lov,LoveChain,2.29,0.0,8980.69,,https://assets.coingecko.com/coins/images/13023/large/the_love_chain_logo.png?1604398250,Crypto
signal-token,sig,Signal Token,0.00336797,0.0,415.61,,https://assets.coingecko.com/coins/images/3508/large/5906667d95a2d43d31378ce7_60x60logo.png?1547038276,Crypto
blacknet,bln,Blacknet,0.160535,0.0,5225890.0,,https://assets.coingecko.com/coins/images/8237/large/Blacknet.png?1556803318,Crypto
classicbitcoin,cbtc,ClassicBitcoin,0.02001076,0.0,6429.93,,https://assets.coingecko.com/coins/images/6384/large/bitclassic-logo.png?1547042491,Crypto
divo-token,divo,DIVO Token,0.00070172,0.0,7017.22,,https://assets.coingecko.com/coins/images/9845/large/divo.PNG?1572591861,Crypto
mindol,min,MINDOL,9.69,0.0,3748078.0,,https://assets.coingecko.com/coins/images/6366/large/mindol-logo.png?1547042468,Crypto
pcatv3,pcatv3,pCATv3,0.00085694,0.0,926.9,,https://assets.coingecko.com/coins/images/15199/large/l60bNH1.png?1620088892,Crypto
blast,blast,BLAST,0.01792618,0.0,118.38,,https://assets.coingecko.com/coins/images/6315/large/blast.png?1547274535,Crypto
sovranocoin,svr,SovranoCoin,2.61,0.0,1449.84,,https://assets.coingecko.com/coins/images/8380/large/pXRikTP.png?1557888177,Crypto
voltbit,vbit,Voltbit,0.01746142,0.0,5746.63,,https://assets.coingecko.com/coins/images/15641/large/bE2Up19z_400x400.jpg?1621410952,Crypto
whalefarm,whalefarm,WhaleFarm,0.00352965,0.0,467.74,,https://assets.coingecko.com/coins/images/16714/large/logo-new.png?1624841460,Crypto
drdoge,drdoge,DrDoge,0.00712671,0.0,1622.03,,https://assets.coingecko.com/coins/images/17734/large/IMG-20210814-205005-374.png?1629117043,Crypto
finexbox-token,fnb,FinexboxToken,258.74,0.0,405616932.0,,https://assets.coingecko.com/coins/images/8419/large/p1WP-viw_400x400.jpg?1558395663,Crypto
moonstorm,moonstorm,MoonStorm,8.156e-09,0.0,3.1,,https://assets.coingecko.com/coins/images/15530/large/logomoonstorm_cg.png?1621135503,Crypto
elementrem,ele,Elementrem,0.141266,0.0,353.48,,https://assets.coingecko.com/coins/images/1278/large/elementrem.png?1547393376,Crypto
clever-defi,clva,Clever DeFi,12.44,0.0,0.0,,https://assets.coingecko.com/coins/images/14685/large/CLVA.png?1617777204,Crypto
golden-token,gold,Golden Token,0.779261,0.0,8618559.0,,https://assets.coingecko.com/coins/images/8939/large/4uf1Sim9_400x400.png?1563116366,Crypto
rewards-token,rewards,Rewards Token,1.4932e-08,0.0,465.91,,https://assets.coingecko.com/coins/images/17563/large/rewards.PNG?1628284532,Crypto
newyork-exchange,nye,NewYork Exchange,991.66,0.0,101576003.0,,https://assets.coingecko.com/coins/images/8772/large/1n0eimGC_400x400.jpg?1566389283,Crypto
cat-trade-protocol,catx,CAT.trade Protocol,1.79,0.0,521.42,,https://assets.coingecko.com/coins/images/12214/large/cattrade_protocol_logo.png?1598236877,Crypto
silverway,slv,Silverway,0.01382691,0.0,242662.0,,https://assets.coingecko.com/coins/images/8822/large/Silverway.png?1561629364,Crypto
magic-cube,mcc,Magic Cube Coin,0.058844,0.0,8791769.0,,https://assets.coingecko.com/coins/images/8821/large/Magic_Cube.png?1561619567,Crypto
safedoge,safedoge,SafeDoge,8.249e-09,0.0,214.26,,https://assets.coingecko.com/coins/images/16220/large/HTSxV6H.png?1623318031,Crypto
rakon,rkn,RAKON,40.16,0.0,85270437.0,,https://assets.coingecko.com/coins/images/8852/large/C9KBDYOzWFsO2uCmalxKg2luhpyyNAwANif2HYsTUVgmE0uUv1R5-as2wDyyzGGUwXQ1JLBPVWBXBLxuTfxJaDc7anwthzRz88WkHJY6jqQ3TjQ8PahXr7zPXNeY3bROXhyo7m6BwqPAfbWnj32C--OsErHB1DzDezp8YVR2vRL_hz0bRltRuH8pvAOVaeSr3MbE_BIPaV-UNSmfpBDPWIv1xq5Z42xZ_t9Z6vZVi9rAcaDp.jpg?1577831830,Crypto
title-network,tnet,Bitcoin Clashic,5.9,0.0,4959.02,,https://assets.coingecko.com/coins/images/8884/large/KaOxz76RQ6zN_TtgRxM1LqIM4F4lp3FgE5l-gvZkMuXPe4-IdcoJsT6IDk1d7DMlYdKZbWHaywL_OGU26zjvYLPkaWdwJTreBF3B7-d60BT4kzXNczHwktdsXJvCZCHGZtNUqGBM9jgeXkQR3_Aajo9dugwjuNwGELytKNF9LlV-u1YreUxaLrIZrO4yarUZ9BtdJYqFiOigMdNbv.jpg?1567136980,Crypto
dandy,dandy,Dandy Dego,14260.19,0.0,16024.75,,https://assets.coingecko.com/coins/images/12764/large/487ogltc_400x400.jpg?1602463048,Crypto
swapcoinz,spaz,SwapCoinz,20.13,0.0,40722660.0,,https://assets.coingecko.com/coins/images/9081/large/SPAZ.png?1619594569,Crypto
super-black-hole,hole,Super Black Hole,1.17,0.0,484.23,,https://assets.coingecko.com/coins/images/9087/large/SdAKFUu.png?1564086285,Crypto
pixel-inu,pixu,Pixel Inu,2.18e-10,0.0,0.0,,https://assets.coingecko.com/coins/images/16344/large/1623506553440.jpg?1623773176,Crypto
merlin,merl,Merlin,1.43,0.0,15573.98,,https://assets.coingecko.com/coins/images/15555/large/merlin-G-B_copy.png?1621203168,Crypto
xtrabytes,xby,XTRABYTES,0.100964,0.0,4179.09,,https://assets.coingecko.com/coins/images/644/large/xtrabytes.jpg?1568647742,Crypto
efficient-transaction-token,ett,Efficient Transaction Token,0.02014413,0.0,5712635.0,,https://assets.coingecko.com/coins/images/9110/large/9bb9b46b4070efdf9713194ed98b4ec7.png?1564434751,Crypto
proverty-eradication-coin,pec,Poverty Eradication Coin,0.002362,0.0,7.39,,https://assets.coingecko.com/coins/images/8519/large/pec_2.jpg?1559100388,Crypto
orcax,ox,OrcaX,0.02415652,0.0,3761.1,,https://assets.coingecko.com/coins/images/14891/large/PUTEPUTE-p-500.png?1618911796,Crypto
rock-n-rain-coin,rnrc,Rock N Rain Coin,2.09e-06,0.0,621.23,,https://assets.coingecko.com/coins/images/9131/large/Z03PX1uG_400x400.jpg?1564569445,Crypto
anti-lockdown,free,Anti-Lockdown,0.03616642,0.0,227.53,,https://assets.coingecko.com/coins/images/15204/large/FREE.jpg?1620097136,Crypto
umbrellacoin,umc,Umbrella Coin,0.217562,0.0,0.195806,,https://assets.coingecko.com/coins/images/1700/large/umbrellacoin.jpg?1547035958,Crypto
ata-token,ata,ATA Token,1.15e-06,0.0,23.06,,https://assets.coingecko.com/coins/images/16187/large/logo.png?1623250311,Crypto
tictalk,tic,TicTalk,0.00058054,0.0,154154.0,,https://assets.coingecko.com/coins/images/8630/large/dpkl6Jq5_400x400.jpg?1559791300,Crypto
flama,fma,Flama,0.317874,0.0,0.0,,https://assets.coingecko.com/coins/images/11587/large/Flama.png?1591498092,Crypto
planet,pla,PLANET,0.733285,0.0,4275139.0,,https://assets.coingecko.com/coins/images/9279/large/LOGO_BLACK.png?1565731302,Crypto
poc-chain,pocc,POC Chain,0.068413,0.0,303686.0,,https://assets.coingecko.com/coins/images/7718/large/logo_%281%29.png?1549956313,Crypto
umbra-network,umbr,Umbria Network,66.4,0.0,29487.0,,https://assets.coingecko.com/coins/images/14712/large/RX7VJg6.png?1617891954,Crypto
electronic-move-pay,emp,Electronic Move Pay,19.56,0.0,7729345.0,,https://assets.coingecko.com/coins/images/9338/large/26.png?1566387741,Crypto
infchain,inf,InfChain,0.02837688,0.0,4660039.0,,https://assets.coingecko.com/coins/images/9355/large/logob.png?1566513491,Crypto
everape,everape,EverApe,1.24606e-07,0.0,0.0,,https://assets.coingecko.com/coins/images/16546/large/Everape.png?1631609828,Crypto
greenpay-coin,gpc,GreenPay Coin,1.92,0.0,2139.55,,https://assets.coingecko.com/coins/images/8644/large/0OCYAZHS_400x400.png?1559877063,Crypto
tune-token,tune,TUNE TOKEN,0.115548,0.0,284241.0,,https://assets.coingecko.com/coins/images/9423/large/tunelogo.png?1567150924,Crypto
decentralized-vulnerability-platform,dvp,Decentralized Vulnerability Platform,0.268912,0.0,2417907.0,,https://assets.coingecko.com/coins/images/9424/large/4520.png?1568598223,Crypto
iticoin,iti,iTicoin,364.31,0.0,2095.52,,https://assets.coingecko.com/coins/images/2626/large/iticoin.png?1547036784,Crypto
8x8-protocol,exe,8X8 Protocol,0.154205,0.0,53687711.0,,https://assets.coingecko.com/coins/images/9466/large/8x8_symbol_512x.png?1574320199,Crypto
i0coin,i0c,I0Coin,4.78,0.0,9.26,,https://assets.coingecko.com/coins/images/2625/large/i0coin.png?1547036782,Crypto
digital-rand,dzar,Digital Rand,3.92,0.0,15039022.0,,https://assets.coingecko.com/coins/images/9841/large/logo200_%281%29.png?1572577311,Crypto
super8,s8,Super8,0.00151446,0.0,58.91,,https://assets.coingecko.com/coins/images/9850/large/wXKSMpoF_400x400.jpg?1572593510,Crypto
rafflection,raff,Rafflection,9.65e-06,0.0,4572.52,,https://assets.coingecko.com/coins/images/15660/large/logo-200_%286%29.png?1621487868,Crypto
belifex,befx,Belifex,0.00686131,0.0,18315.43,,https://assets.coingecko.com/coins/images/9547/large/belifex.png?1586748867,Crypto
zos,zos,ZOS,0.03174177,0.0,2809139.0,,https://assets.coingecko.com/coins/images/9574/large/ZHYZpZ0c_400x400.jpg?1568932082,Crypto
zum-token,zum,ZUM TOKEN,0.00207083,0.0,48751.0,,https://assets.coingecko.com/coins/images/9721/large/zum256x256.png?1571264005,Crypto
quras-token,xqc,Quras Token,0.485372,0.0,4261017.0,,https://assets.coingecko.com/coins/images/10112/large/FZFHac2z_400x400.jpg?1575964560,Crypto
omotenashicoin,mtns,OmotenashiCoin,0.00975098,0.0,19.75,,https://assets.coingecko.com/coins/images/9787/large/mylogo.png?1571872412,Crypto
full-send,fullsend,Full Send,3.24288e-07,0.0,2323638.0,,https://assets.coingecko.com/coins/images/15112/large/IMG_4440.jpeg?1622282697,Crypto
ccuniverse,uvu,CCUniverse,0.00067448,0.0,4.77,,https://assets.coingecko.com/coins/images/10135/large/logo-square200-200.png?1576446758,Crypto
taekwondo-access-credit,tac,Taekwondo Access Credit,562.14,0.0,0.0,,https://assets.coingecko.com/coins/images/15094/large/tac.PNG?1619679735,Crypto
road,road,ROAD,0.075733,0.0,1263966.0,,https://assets.coingecko.com/coins/images/10099/large/tCCNu7s8_400x400.jpg?1575927050,Crypto
bitgem,xbtg,Bitgem,82.51,0.0,573.63,,https://assets.coingecko.com/coins/images/368/large/bitgem.png?1547034115,Crypto
kush-finance,kseed,Kush Finance,5.19,0.0,0.0,,https://assets.coingecko.com/coins/images/12545/large/kush.finance-512.png?1600844515,Crypto
masterwin,mw,MasterWin,0.597989,0.0,777.51,,https://assets.coingecko.com/coins/images/10333/large/250x250.png?1594266592,Crypto
chex-token,chex,CHEX Token,2.7,0.0,5587694.0,,https://assets.coingecko.com/coins/images/10349/large/1_0zxuLe6QnvfsZPFzOoUteQ.png?1578434355,Crypto
tap,xtp,Tap,0.056494,0.0,123536.0,,https://assets.coingecko.com/coins/images/10291/large/0_3SJYkk_400x400.jpg?1577229220,Crypto
chronologic,day,Chronologic,13.72,0.0,24.7,,https://assets.coingecko.com/coins/images/951/large/Chronologic-network.png?1547034815,Crypto
decentralized-oracle,deor,Decentralized Oracle,0.34211,0.0,0.0,,https://assets.coingecko.com/coins/images/14189/large/z-MqKNfF_400x400.jpg?1614837153,Crypto
xenios,xnc,Xenios,105.15,0.0,4186159.0,,https://assets.coingecko.com/coins/images/10322/large/xenios.png?1585122891,Crypto
clearpoll,poll,ClearPoll,0.125309,0.0,0.626546,,https://assets.coingecko.com/coins/images/1050/large/clearpoll.png?1547034985,Crypto
mbitbooks,mbit,MBitBooks,1.39,0.0,0.458815,,https://assets.coingecko.com/coins/images/616/large/mbitbooks.png?1547034313,Crypto
swinate,swin,Swinate,0.167137,0.0,0.00241389,,https://assets.coingecko.com/coins/images/14924/large/swinate-200x200.png?1619422777,Crypto
b-one-payment,b1p,B ONE PAYMENT,0.269558,0.0,111.6,,https://assets.coingecko.com/coins/images/10865/large/68rvfmWK_400x400.jpg?1585522355,Crypto
vpncoin,vash,VPNCoin,0.058098,0.0,1161.96,,https://assets.coingecko.com/coins/images/269/large/vpncoin-logo.png?1547034038,Crypto
bitcoinus,bits,Bitcoinus,7.28508e-07,0.0,0.02185525,,https://assets.coingecko.com/coins/images/6294/large/bitcoinus.png?1547042337,Crypto
silver-gateway,svs,Silver Gateway,12.53,0.0,756957.0,,https://assets.coingecko.com/coins/images/15076/large/icon_1.png?1619646860,Crypto
vlad-finance,vlad,Vlad Finance,14.98,0.0,69.11,,https://assets.coingecko.com/coins/images/14333/large/vlad_finance.png?1616665113,Crypto
dinopark,dinop,DinoPark,0.04628894,0.0,2220998.0,,https://assets.coingecko.com/coins/images/17286/large/dinop.jpg?1627196449,Crypto
aave-dai-v1,adai,Aave DAI v1,73.52,0.0,2068.39,,https://assets.coingecko.com/coins/images/10843/large/aDAI.png?1584698791,Crypto
kong-defi,kong,Kong Defi,1.435e-05,0.0,0.0,,https://assets.coingecko.com/coins/images/14490/large/IMG_4643.png?1620025009,Crypto
crave,crave,Crave,0.01596497,0.0,85.1,,https://assets.coingecko.com/coins/images/251/large/favicon.png?1547034021,Crypto
chainpay,cpay,Chainpay,33.59,0.0,144.43,,https://assets.coingecko.com/coins/images/10803/large/3pEzni6.png?1583882189,Crypto
minibitcoin,mbtc,MiniBitcoin,1.832e-05,0.0,9396.85,,https://assets.coingecko.com/coins/images/7180/large/logo_brown.png?1547043731,Crypto
omega-protocol-money,opm,Omega Protocol Money,0.00036798,0.0,22420.0,,https://assets.coingecko.com/coins/images/12337/large/opm-200px.png?1599136480,Crypto
scoobi-doge,scoobi,Scoobi Doge,8.752e-05,0.0,2709.36,,https://assets.coingecko.com/coins/images/16101/large/scoobi_doge.jpg?1622963978,Crypto
isiklar-coin,isikc,Isiklar Coin,33.42,0.0,22549749.0,,https://assets.coingecko.com/coins/images/10992/large/logo_%2866%29.png?1586940186,Crypto
0xmonero,0xmr,0xMonero,12.56,0.0,21074.0,,https://assets.coingecko.com/coins/images/11035/large/0xmnr.PNG?1587357680,Crypto
peaches-finance,pchs,Peaches.Finance,1.41,0.0,8209.42,,https://assets.coingecko.com/coins/images/17361/large/peaches200x200.png?1627372741,Crypto
selenium,slc,Selenium,3.42,0.0,19342.25,,https://assets.coingecko.com/coins/images/11169/large/jbIJzuZw_400x400.jpg?1589449310,Crypto
btc-lite,btcl,BTC Lite,0.174456,0.0,5316.31,,https://assets.coingecko.com/coins/images/3569/large/4umbZipg_400x400.jpg?1547038416,Crypto
mega-lottery-services-global,mlr,Mega Lottery Services Global,0.538572,0.0,267684.0,,https://assets.coingecko.com/coins/images/11072/large/gg1NiOsG_400x400.jpg?1587958538,Crypto
real-land,rld,Real Land,0.03543191,0.0,42.66,,https://assets.coingecko.com/coins/images/1882/large/rld.png?1606535580,Crypto
melonheadsprotocol,mhsp,MelonHeadSProtocol,0.100923,0.0,410.75,,https://assets.coingecko.com/coins/images/11175/large/MHSP200x200.png?1589448413,Crypto
ideachain,ich,IdeaChain,10.79,0.0,3326939.0,,https://assets.coingecko.com/coins/images/11053/large/4fJlFzca_400x400.jpg?1587609361,Crypto
loa-protocol,loa,LOA Protocol,0.815325,0.0,788569.0,,https://assets.coingecko.com/coins/images/11164/large/1a67ac81c1803ee172b7ce8805b5da3d-full.jpg?1589411408,Crypto
lux-expression,lux,Lux Expression,7.14,0.0,13175.6,,https://assets.coingecko.com/coins/images/15720/large/lux_logo.jpg?1621605302,Crypto
netm,ntm,Netm,0.00011049,0.0,220.84,,https://assets.coingecko.com/coins/images/9228/large/3DFhadm5_400x400_%281%29.jpg?1565305111,Crypto
popcorn-token,corn,Popcorn Token,9.31,0.0,0.0,,https://assets.coingecko.com/coins/images/12408/large/n425bUN.png?1599625062,Crypto
cubiex-power,cbix-p,Cubiex Power,58.52,0.0,91636.0,,https://assets.coingecko.com/coins/images/16183/large/Cubiex.jpg?1623218662,Crypto
meowshi,meow,Meowshi,0.0104257,0.0,0.0,,https://assets.coingecko.com/coins/images/17396/large/meowshi.jpg?1627527290,Crypto
xtcom-token,xt,XT.com Token,934.77,0.0,1922236643.0,,https://assets.coingecko.com/coins/images/8391/large/XT_token.jpg?1557979399,Crypto
pollux-coin,pox,Pollux Coin,19.35,0.0,33390.0,,https://assets.coingecko.com/coins/images/12222/large/pollux-coin.png?1598254892,Crypto
blockmason-link,blink,BlockMason Link,0.02789645,0.0,4972062.0,,https://assets.coingecko.com/coins/images/8525/large/link-by-blockmason.jpg?1559103173,Crypto
shiba-link,slink,ShibaLink,4.49e-06,0.0,127950.0,,https://assets.coingecko.com/coins/images/16843/large/shibalink.png?1625384724,Crypto
opennity,opnn,Opennity,0.00712875,0.0,106.61,,https://assets.coingecko.com/coins/images/9358/large/53672059_554715805021197_5765693264996859904_n.jpg?1566526789,Crypto
simplicity-coin,spl,Simplicity Coin,0.0005047,0.0,3501.78,,https://assets.coingecko.com/coins/images/9973/large/simplicity_logo.png?1574317662,Crypto
tartarus,tar,Tartarus,41.11,0.0,0.0,,https://assets.coingecko.com/coins/images/13441/large/tartarus_logo.png?1608603011,Crypto
shill,posh,Shill,0.00932472,0.0,7541.52,,https://assets.coingecko.com/coins/images/12548/large/alone.png?1600676559,Crypto
marscoin,mars,Marscoin,2.73,0.0,222156.0,,https://assets.coingecko.com/coins/images/2672/large/marscoin.png?1547978292,Crypto
fountain,ftn,Fountain,0.538352,0.0,345956.0,,https://assets.coingecko.com/coins/images/7426/large/fountain.jpg?1547219924,Crypto
ballotbox,bbx,Ballotbox,0.0911,0.0,810.48,,https://assets.coingecko.com/coins/images/13202/large/ballotbox.png?1606192412,Crypto
kutikirise,ktr,KuTikiRise,0.230864,0.0,6767.92,,https://assets.coingecko.com/coins/images/17089/large/kutikirise.png?1626182642,Crypto
zimbocash,zash,ZIMBOCASH,0.874122,0.0,2456468.0,,https://assets.coingecko.com/coins/images/11340/large/zimbocash_logo.png?1589945042,Crypto
heptafranc,hptf,HEPTAFRANC,0.00332217,0.0,0.104122,,https://assets.coingecko.com/coins/images/10388/large/Heptafranc_200_x_200_.png?1578868331,Crypto
swapship,swsh,SwapShip,285.3,0.0,0.0,,https://assets.coingecko.com/coins/images/12593/large/SwapShip.png?1600975182,Crypto
powerbalt,pwrb,PowerBalt,9.04,0.0,2381.91,,https://assets.coingecko.com/coins/images/11748/large/PWRB3-1.png?1593415628,Crypto
yearn4-finance,yf4,Yearn4 Finance,28.94,0.0,0.0,,https://assets.coingecko.com/coins/images/12683/large/yearn4logo.png?1601621780,Crypto
yearn-land,yland,Yearn Land,1631.53,0.0,0.0,,https://assets.coingecko.com/coins/images/12673/large/SXMzvraK_400x400.jpg?1601522909,Crypto
bitshark,btshk,Bitshark,1.71,0.0,29823.0,,https://assets.coingecko.com/coins/images/13437/large/1010.png?1608540925,Crypto
comsa,cms,COMSA,4.73,0.0,0.0,,https://assets.coingecko.com/coins/images/2500/large/comsa-_xem_.png?1547036614,Crypto
payperex,pax,PayperEx,693.19,0.0,6729.47,,https://assets.coingecko.com/coins/images/1601/large/pax.png?1547035800,Crypto
zkchaos,chaos,ZKCHAOS,8.58,0.0,0.0,,https://assets.coingecko.com/coins/images/17367/large/zkchaos.PNG?1627437052,Crypto
gbrick,gbx,Gbrick,0.420509,0.0,2177262.0,,https://assets.coingecko.com/coins/images/11528/large/gbrick.PNG?1590717357,Crypto
russell-coin,rc,RussellCoin,10.49,0.0,13021879.0,,https://assets.coingecko.com/coins/images/9614/large/3519ef3f4830a69759bfaadb38213f1d.jpg?1569796218,Crypto
doch-coin,dch,Doch Coin,0.03364235,0.0,943.3,,https://assets.coingecko.com/coins/images/11598/large/dzRvyTsj_400x400_%281%29.jpg?1591668799,Crypto
monnos,mns,Monnos,0.101983,0.0,55404.0,,https://assets.coingecko.com/coins/images/11640/large/logo_%2880%29.png?1592274153,Crypto
aave-usdc-v1,ausdc,Aave USDC v1,73.48,0.0,3591798203.0,,https://assets.coingecko.com/coins/images/11674/large/aUSDC.png?1592546449,Crypto
stonk,stonk,Stonk Swap,41.88,0.0,22626.0,,https://assets.coingecko.com/coins/images/11690/large/PNG_logo_200px.png?1622340402,Crypto
xincha,xINCHa,xINCHa,21.68,0.0,347347.0,,https://assets.coingecko.com/coins/images/13799/large/xINCH.png?1611978456,Crypto
unique-fans,fans,Unique Fans,28.98,0.0,5173917.0,,https://assets.coingecko.com/coins/images/14715/large/fans_200X200.png?1617922576,Crypto
xincha,xINCHa,xINCHa,21.68,0.0,347347.0,,https://assets.coingecko.com/coins/images/13799/large/xINCH.png?1611978456,Crypto
unique-fans,fans,Unique Fans,28.98,0.0,5173917.0,,https://assets.coingecko.com/coins/images/14715/large/fans_200X200.png?1617922576,Crypto
nobility,nbl,Nobility,,0.0,7213071.0,,https://assets.coingecko.com/coins/images/17113/large/cg_%281%29.png?1626325240,Crypto
bithachi,bith,Bithachi,6.57e-06,0.0,91.36,,https://assets.coingecko.com/coins/images/11765/large/bith3.png?1593656342,Crypto
smartx,sat,SmartX,0.175249,0.0,10882564.0,,https://assets.coingecko.com/coins/images/11788/large/FZf8lPa3_400x400.jpg?1594018352,Crypto
aave-susd-v1,asusd,Aave SUSD v1,73.41,0.0,6216359.0,,https://assets.coingecko.com/coins/images/11723/large/aSUSD.png?1593082612,Crypto
ibetyou,iby,iBetYou,0.899354,0.0,494858.0,,https://assets.coingecko.com/coins/images/16423/large/qvrS5aNM_400x400.jpg?1623988397,Crypto
ormeus-cash,omc,Ormeus Cash,0.04785545,0.0,20483715.0,,https://assets.coingecko.com/coins/images/11798/large/Vooo8SX.png?1594359387,Crypto
aave-snx-v1,asnx,Aave SNX v1,858.81,0.0,25946248.0,,https://assets.coingecko.com/coins/images/11733/large/aSNX.png?1593085047,Crypto
aave-usdt-v1,ausdt,Aave USDT v1,73.84,0.0,706747800.0,,https://assets.coingecko.com/coins/images/11725/large/aUSDT.png?1593082796,Crypto
1x-short-tezos-token,xtzhedge,1X Short Tezos Token,5749.87,0.0,6483149.0,,https://assets.coingecko.com/coins/images/12047/large/683JEXMN_400x400.png?1596702162,Crypto
curve-fi-ydai-yusdc-yusdt-ytusd,yCurve,LP-yCurve,82.16,0.0,4511.96,,https://assets.coingecko.com/coins/images/11858/large/yCrv.png?1595203628,Crypto
global-human-trust,ght,Global Human Trust,3519.96,0.0,4980742.0,,https://assets.coingecko.com/coins/images/12040/large/WechatIMG6648.png?1596700737,Crypto
lp-scurve,sCurve,LP-sCurve,76.87,0.0,0.0,,https://assets.coingecko.com/coins/images/11899/large/Curvefi_sCrv_32.png?1595931870,Crypto
sprint-coin,sprx,Sprint Coin,0.134786,0.0,15815.69,,https://assets.coingecko.com/coins/images/11911/large/logo_sprint_200x200.png?1596076057,Crypto
exciting-japan-coin,xjp,eXciting Japan Coin,14.85,0.0,6311.78,,https://assets.coingecko.com/coins/images/11963/large/XJP_LOGO.png?1596453963,Crypto
meter-stable,mtr,Meter Stable,206.35,0.0,15946036.0,,https://assets.coingecko.com/coins/images/12149/large/Meter-Logo-Vertical-Gray-Light-Blue-rgb-200x200px.png?1597618760,Crypto
crypto-price-index,cpi,Crypto Price Index,8.14,0.0,1349.04,,https://assets.coingecko.com/coins/images/12178/large/Z7x7eUa.png?1597886884,Crypto
meter-governance-mapped-by-meter-io,eMTRG,Meter Governance mapped by Meter.io,293.8,0.0,5910340.0,,https://assets.coingecko.com/coins/images/12175/large/Dark-blue-icon-transparent-vector-white-icon200x200.png?1597819237,Crypto
mirror-world-token,mw,Mirror World Token,0.661348,0.0,19006180.0,,https://assets.coingecko.com/coins/images/12282/large/KY8iJXYF_400x400.jpg?1598743665,Crypto
algory,alg,Algory,13.58,0.0,77077.0,,https://assets.coingecko.com/coins/images/12231/large/logo-2.png?1605256312,Crypto
stable-asset,sta,STABLE ASSET,168.17,0.0,26771908.0,,https://assets.coingecko.com/coins/images/12313/large/stable_200x200.png?1599083938,Crypto
aave-enj-v1,aenj,Aave ENJ v1,110.99,0.0,4602441.0,,https://assets.coingecko.com/coins/images/12484/large/aENJ.png?1600189443,Crypto
defi-shopping-stake,dss,Defi Shopping Stake,0.57261,0.0,1678894.0,,https://assets.coingecko.com/coins/images/12602/large/DSS.png?1601002204,Crypto
markaccy,MKCY,Markaccy,0.00441271,0.0,16893.59,,https://assets.coingecko.com/coins/images/12522/large/e2eLPzTF_400x400.png?1600499534,Crypto
vectorium,vect,Vectorium,33392.0,0.0,94631719.0,,https://assets.coingecko.com/coins/images/12625/large/Vectorium-5-final.png?1601285739,Crypto
junca-cash,jcc,Junca cash,30.95,0.0,8904672.0,,https://assets.coingecko.com/coins/images/12889/large/junca.jpg?1603279160,Crypto
yfet,yfet,YFET,269.2,0.0,1009.52,,https://assets.coingecko.com/coins/images/12689/large/Logo-Coin-YFET-1-768x768.png?1601674080,Crypto
7up,7up,7up,21.05,0.0,1661514.0,,https://assets.coingecko.com/coins/images/12953/large/7up-token.png?1603790389,Crypto
morality,mo,Morality,10.84,0.0,501799.0,,https://assets.coingecko.com/coins/images/12961/large/SRy1GCaK_400x400.png?1603853062,Crypto
bitcoiva,bca,Bitcoiva,2957.48,0.0,6260782.0,,https://assets.coingecko.com/coins/images/13016/large/Untitled-design-6-removebg-preview.png?1604389289,Crypto
lyfe,lyfe,Lyfe,3.14,0.0,3530025.0,,https://assets.coingecko.com/coins/images/6590/large/lyfe-logo.png?1547042795,Crypto
wrapped-conceal,wccx,Wrapped Conceal,28.05,0.0,2018413.0,,https://assets.coingecko.com/coins/images/13039/large/wccx_logo.png?1604566677,Crypto
hara-token,hart,Hara Token,0.553087,0.0,16974256.0,,https://assets.coingecko.com/coins/images/5138/large/hara.jpg?1547040533,Crypto
hedgetrade,hedg,HedgeTrade,62.81,0.0,435222.0,,https://assets.coingecko.com/coins/images/7196/large/to3Vj4EZ_400x400.jpg?1547043758,Crypto
feyorra,fey,Feyorra,0.434056,0.0,12157746.0,,https://assets.coingecko.com/coins/images/13689/large/1_XiKKk5_400x400.jpg?1610953208,Crypto
mttcoin,mttcoin,MTTCoin,43.46,0.0,13302.0,,https://assets.coingecko.com/coins/images/13228/large/mtt.png?1606445355,Crypto
ecoc-financial-growth,efg,ECOC Financial Growth,745.11,0.0,5647.97,,https://assets.coingecko.com/coins/images/13308/large/EFG_Logo-02.png?1607327712,Crypto
3x-long-stellar-token,xlmbull,3X Long Stellar Token,101.82,0.0,5831358.0,,https://assets.coingecko.com/coins/images/13334/large/assets_coingecko_com-ftt.jpg?1607566862,Crypto
zin,Zin,Zin,3.13,0.0,2602.99,,https://assets.coingecko.com/coins/images/13250/large/coingecko_logo.png?1606716375,Crypto
gold-coin-reserve,gcr,Gold Coin Reserve,129077.0,0.0,2236009634.0,,https://assets.coingecko.com/coins/images/13278/large/Logo_%2825%29.png?1606897839,Crypto
